subscription_id,user_id,plan_name,price_monthly,max_streams,max_resolution,max_profiles,status,start_date,end_date,auto_renew,created_at
295,196,Premium,59.99,4,4K,5,expired,2023-08-05,2024-04-08,false,2023-08-05 00:00:00
296,196,Premium,59.99,4,4K,5,active,2023-07-19,,true,2023-07-19 00:00:00
297,197,Standard,43.99,2,1080p,5,active,2025-04-22,,true,2025-04-22 00:00:00
298,198,Standard,43.99,2,1080p,5,active,2023-11-01,,true,2023-11-01 00:00:00
299,199,Standard,43.99,2,1080p,5,active,2022-05-27,,true,2022-05-27 00:00:00
300,200,Standard,43.99,2,1080p,5,active,2021-10-19,,true,2021-10-19 00:00:00
301,201,Standard,43.99,2,1080p,5,active,2020-08-16,,true,2020-08-16 00:00:00
302,202,Premium,59.99,4,4K,5,active,2021-04-10,,true,2021-04-10 00:00:00
303,203,Basic,29.99,1,720p,2,expired,2023-07-22,2024-01-10,false,2023-07-22 00:00:00
304,203,Standard,43.99,2,1080p,5,expired,2021-05-07,2021-10-05,true,2021-05-07 00:00:00
305,203,Basic,29.99,1,720p,2,active,2023-09-02,,true,2023-09-02 00:00:00
306,204,Premium,59.99,4,4K,5,expired,2021-05-24,2022-01-30,false,2021-05-24 00:00:00
307,204,Standard,43.99,2,1080p,5,active,2020-07-11,,true,2020-07-11 00:00:00
308,205,Standard,43.99,2,1080p,5,expired,2020-11-15,2021-06-18,false,2020-11-15 00:00:00
309,205,Basic,29.99,1,720p,2,active,2024-07-14,,true,2024-07-14 00:00:00
310,206,Standard,43.99,2,1080p,5,expired,2020-04-09,2020-09-16,false,2020-04-09 00:00:00
311,206,Premium,59.99,4,4K,5,active,2021-03-14,,true,2021-03-14 00:00:00
312,207,Basic,29.99,1,720p,2,active,2024-03-11,,true,2024-03-11 00:00:00
313,208,Standard,43.99,2,1080p,5,active,2022-03-25,,true,2022-03-25 00:00:00
314,209,Standard,43.99,2,1080p,5,active,2021-07-04,,true,2021-07-04 00:00:00
315,210,Standard,43.99,2,1080p,5,expired,2020-12-12,2021-10-27,true,2020-12-12 00:00:00
316,210,Standard,43.99,2,1080p,5,active,2023-09-07,,true,2023-09-07 00:00:00
317,211,Basic,29.99,1,720p,2,expired,2022-09-16,2023-08-04,true,2022-09-16 00:00:00
318,211,Basic,29.99,1,720p,2,expired,2022-07-04,2022-10-20,false,2022-07-04 00:00:00
319,211,Standard,43.99,2,1080p,5,active,2022-03-23,,true,2022-03-23 00:00:00
320,212,Standard,43.99,2,1080p,5,cancelled,2021-08-12,2021-10-20,false,2021-08-12 00:00:00
321,212,Standard,43.99,2,1080p,5,cancelled,2023-05-07,2023-11-30,false,2023-05-07 00:00:00
322,212,Basic,29.99,1,720p,2,active,2023-11-14,,true,2023-11-14 00:00:00
323,213,Premium,59.99,4,4K,5,expired,2020-12-29,2021-10-04,false,2020-12-29 00:00:00
324,213,Premium,59.99,4,4K,5,active,2023-06-06,,true,2023-06-06 00:00:00
325,214,Premium,59.99,4,4K,5,active,2024-02-15,,true,2024-02-15 00:00:00
326,215,Basic,29.99,1,720p,2,cancelled,2020-07-01,2020-10-01,true,2020-07-01 00:00:00
327,215,Standard,43.99,2,1080p,5,active,2020-08-29,,true,2020-08-29 00:00:00
328,216,Standard,43.99,2,1080p,5,active,2023-05-19,,true,2023-05-19 00:00:00
329,217,Standard,43.99,2,1080p,5,active,2024-05-13,,true,2024-05-13 00:00:00
330,218,Basic,29.99,1,720p,2,cancelled,2025-05-11,2025-07-21,true,2025-05-11 00:00:00
331,218,Standard,43.99,2,1080p,5,active,2022-10-17,,true,2022-10-17 00:00:00
332,219,Basic,29.99,1,720p,2,active,2023-11-14,,true,2023-11-14 00:00:00
333,220,Basic,29.99,1,720p,2,expired,2025-04-15,2025-12-20,true,2025-04-15 00:00:00
334,220,Basic,29.99,1,720p,2,active,2022-08-01,,true,2022-08-01 00:00:00
335,221,Premium,59.99,4,4K,5,expired,2020-07-07,2020-11-11,true,2020-07-07 00:00:00
336,221,Basic,29.99,1,720p,2,active,2023-08-29,,true,2023-08-29 00:00:00
337,222,Basic,29.99,1,720p,2,cancelled,2021-10-08,2022-10-06,false,2021-10-08 00:00:00
338,222,Standard,43.99,2,1080p,5,active,2024-11-02,,true,2024-11-02 00:00:00
339,223,Premium,59.99,4,4K,5,active,2020-07-26,,true,2020-07-26 00:00:00
340,224,Standard,43.99,2,1080p,5,cancelled,2020-01-25,2020-12-31,true,2020-01-25 00:00:00
341,224,Basic,29.99,1,720p,2,active,2023-05-01,,true,2023-05-01 00:00:00
342,225,Standard,43.99,2,1080p,5,active,2020-08-17,,true,2020-08-17 00:00:00
343,226,Standard,43.99,2,1080p,5,active,2020-05-14,,true,2020-05-14 00:00:00
344,227,Standard,43.99,2,1080p,5,cancelled,2021-12-02,2022-01-26,false,2021-12-02 00:00:00
345,227,Standard,43.99,2,1080p,5,active,2023-03-06,,true,2023-03-06 00:00:00
346,228,Premium,59.99,4,4K,5,active,2024-06-13,,true,2024-06-13 00:00:00
347,229,Premium,59.99,4,4K,5,active,2025-01-25,,true,2025-01-25 00:00:00
348,230,Premium,59.99,4,4K,5,expired,2022-01-05,2022-11-11,false,2022-01-05 00:00:00
349,230,Standard,43.99,2,1080p,5,active,2023-12-17,,true,2023-12-17 00:00:00
350,231,Standard,43.99,2,1080p,5,cancelled,2022-09-27,2023-02-11,false,2022-09-27 00:00:00
351,231,Standard,43.99,2,1080p,5,active,2020-11-01,,true,2020-11-01 00:00:00
352,232,Standard,43.99,2,1080p,5,active,2020-07-22,,true,2020-07-22 00:00:00
353,233,Standard,43.99,2,1080p,5,active,2025-01-26,,true,2025-01-26 00:00:00
354,234,Standard,43.99,2,1080p,5,active,2020-06-23,,true,2020-06-23 00:00:00
355,235,Basic,29.99,1,720p,2,active,2023-09-13,,true,2023-09-13 00:00:00
356,236,Basic,29.99,1,720p,2,cancelled,2020-04-13,2020-07-06,true,2020-04-13 00:00:00
357,236,Standard,43.99,2,1080p,5,active,2022-02-02,,true,2022-02-02 00:00:00
358,237,Standard,43.99,2,1080p,5,cancelled,2024-11-13,2025-04-25,false,2024-11-13 00:00:00
359,237,Standard,43.99,2,1080p,5,expired,2023-12-28,2024-03-20,true,2023-12-28 00:00:00
360,237,Basic,29.99,1,720p,2,active,2024-02-02,,true,2024-02-02 00:00:00
361,238,Basic,29.99,1,720p,2,active,2020-12-14,,true,2020-12-14 00:00:00
362,239,Standard,43.99,2,1080p,5,cancelled,2022-12-08,2023-06-20,false,2022-12-08 00:00:00
363,239,Premium,59.99,4,4K,5,expired,2020-05-01,2021-03-21,false,2020-05-01 00:00:00
364,239,Standard,43.99,2,1080p,5,active,2024-09-03,,true,2024-09-03 00:00:00
365,240,Standard,43.99,2,1080p,5,active,2022-12-14,,true,2022-12-14 00:00:00
366,241,Standard,43.99,2,1080p,5,expired,2025-05-17,2026-03-08,true,2025-05-17 00:00:00
367,241,Standard,43.99,2,1080p,5,cancelled,2021-04-06,2021-07-02,false,2021-04-06 00:00:00
368,241,Premium,59.99,4,4K,5,active,2023-02-08,,true,2023-02-08 00:00:00
369,242,Standard,43.99,2,1080p,5,active,2020-04-20,,true,2020-04-20 00:00:00
370,243,Standard,43.99,2,1080p,5,active,2024-07-16,,true,2024-07-16 00:00:00
371,244,Standard,43.99,2,1080p,5,active,2022-02-01,,true,2022-02-01 00:00:00
372,245,Basic,29.99,1,720p,2,active,2025-03-10,,true,2025-03-10 00:00:00
373,246,Standard,43.99,2,1080p,5,active,2021-07-06,,true,2021-07-06 00:00:00
374,247,Standard,43.99,2,1080p,5,cancelled,2023-01-11,2023-02-11,true,2023-01-11 00:00:00
375,247,Standard,43.99,2,1080p,5,active,2023-08-24,,true,2023-08-24 00:00:00
376,248,Standard,43.99,2,1080p,5,active,2021-04-18,,true,2021-04-18 00:00:00
377,249,Basic,29.99,1,720p,2,active,2024-06-12,,true,2024-06-12 00:00:00
378,250,Basic,29.99,1,720p,2,active,2021-05-27,,true,2021-05-27 00:00:00
379,251,Standard,43.99,2,1080p,5,active,2021-09-19,,true,2021-09-19 00:00:00
380,252,Standard,43.99,2,1080p,5,cancelled,2022-06-19,2023-03-25,false,2022-06-19 00:00:00
381,252,Basic,29.99,1,720p,2,active,2021-10-19,,true,2021-10-19 00:00:00
382,253,Premium,59.99,4,4K,5,expired,2023-08-24,2024-06-08,false,2023-08-24 00:00:00
383,253,Premium,59.99,4,4K,5,expired,2023-02-04,2023-04-26,false,2023-02-04 00:00:00
384,253,Premium,59.99,4,4K,5,active,2020-02-26,,true,2020-02-26 00:00:00
385,254,Premium,59.99,4,4K,5,cancelled,2022-11-25,2023-06-07,true,2022-11-25 00:00:00
386,254,Premium,59.99,4,4K,5,active,2024-02-02,,true,2024-02-02 00:00:00
387,255,Basic,29.99,1,720p,2,expired,2023-04-26,2024-03-04,false,2023-04-26 00:00:00
388,255,Premium,59.99,4,4K,5,expired,2024-02-16,2024-09-14,true,2024-02-16 00:00:00
389,255,Basic,29.99,1,720p,2,active,2022-01-30,,true,2022-01-30 00:00:00
390,256,Basic,29.99,1,720p,2,active,2021-10-19,,true,2021-10-19 00:00:00
391,257,Premium,59.99,4,4K,5,cancelled,2021-03-19,2021-05-05,false,2021-03-19 00:00:00
392,257,Basic,29.99,1,720p,2,active,2022-04-21,,true,2022-04-21 00:00:00
393,258,Premium,59.99,4,4K,5,active,2020-05-04,,true,2020-05-04 00:00:00
394,259,Standard,43.99,2,1080p,5,expired,2021-03-12,2021-08-08,true,2021-03-12 00:00:00
395,259,Standard,43.99,2,1080p,5,active,2020-05-21,,true,2020-05-21 00:00:00
396,260,Standard,43.99,2,1080p,5,cancelled,2025-05-26,2026-04-23,false,2025-05-26 00:00:00
397,260,Standard,43.99,2,1080p,5,active,2020-02-22,,true,2020-02-22 00:00:00
398,261,Standard,43.99,2,1080p,5,active,2024-01-27,,true,2024-01-27 00:00:00
399,262,Basic,29.99,1,720p,2,active,2023-11-04,,true,2023-11-04 00:00:00
400,263,Standard,43.99,2,1080p,5,active,2023-06-29,,true,2023-06-29 00:00:00
401,264,Standard,43.99,2,1080p,5,active,2024-05-04,,true,2024-05-04 00:00:00
402,265,Standard,43.99,2,1080p,5,cancelled,2020-02-26,2020-10-25,true,2020-02-26 00:00:00
403,265,Standard,43.99,2,1080p,5,cancelled,2024-12-05,2025-01-30,false,2024-12-05 00:00:00
404,265,Basic,29.99,1,720p,2,active,2025-02-26,,true,2025-02-26 00:00:00
405,266,Basic,29.99,1,720p,2,active,2022-09-03,,true,2022-09-03 00:00:00
406,267,Basic,29.99,1,720p,2,active,2021-01-08,,true,2021-01-08 00:00:00
407,268,Standard,43.99,2,1080p,5,expired,2020-09-17,2021-03-18,false,2020-09-17 00:00:00
408,268,Basic,29.99,1,720p,2,active,2022-09-06,,true,2022-09-06 00:00:00
409,269,Standard,43.99,2,1080p,5,active,2024-06-04,,true,2024-06-04 00:00:00
410,270,Basic,29.99,1,720p,2,expired,2025-04-19,2025-11-03,false,2025-04-19 00:00:00
411,270,Standard,43.99,2,1080p,5,cancelled,2021-11-17,2022-04-08,false,2021-11-17 00:00:00
412,270,Premium,59.99,4,4K,5,active,2022-06-22,,true,2022-06-22 00:00:00
413,271,Basic,29.99,1,720p,2,cancelled,2024-07-25,2025-04-11,false,2024-07-25 00:00:00
414,271,Premium,59.99,4,4K,5,active,2024-03-11,,true,2024-03-11 00:00:00
415,272,Standard,43.99,2,1080p,5,expired,2023-01-28,2024-01-02,true,2023-01-28 00:00:00
416,272,Basic,29.99,1,720p,2,active,2023-11-25,,true,2023-11-25 00:00:00
417,273,Standard,43.99,2,1080p,5,cancelled,2023-03-10,2024-02-12,false,2023-03-10 00:00:00
418,273,Premium,59.99,4,4K,5,expired,2023-01-10,2023-06-23,true,2023-01-10 00:00:00
419,273,Standard,43.99,2,1080p,5,active,2025-05-02,,true,2025-05-02 00:00:00
420,274,Premium,59.99,4,4K,5,cancelled,2024-08-15,2025-04-30,true,2024-08-15 00:00:00
421,274,Premium,59.99,4,4K,5,active,2020-03-09,,true,2020-03-09 00:00:00
422,275,Basic,29.99,1,720p,2,expired,2025-01-25,2025-04-08,false,2025-01-25 00:00:00
423,275,Premium,59.99,4,4K,5,expired,2022-05-09,2023-02-10,false,2022-05-09 00:00:00
424,275,Basic,29.99,1,720p,2,active,2023-03-01,,true,2023-03-01 00:00:00
425,276,Basic,29.99,1,720p,2,expired,2023-08-15,2024-05-26,false,2023-08-15 00:00:00
426,276,Standard,43.99,2,1080p,5,active,2023-05-07,,true,2023-05-07 00:00:00
427,277,Basic,29.99,1,720p,2,cancelled,2020-05-26,2020-10-17,false,2020-05-26 00:00:00
428,277,Premium,59.99,4,4K,5,active,2020-06-09,,true,2020-06-09 00:00:00
429,278,Basic,29.99,1,720p,2,active,2024-02-19,,true,2024-02-19 00:00:00
430,279,Basic,29.99,1,720p,2,expired,2020-02-09,2020-12-27,true,2020-02-09 00:00:00
431,279,Basic,29.99,1,720p,2,active,2024-05-27,,true,2024-05-27 00:00:00
432,280,Standard,43.99,2,1080p,5,active,2021-09-25,,true,2021-09-25 00:00:00
433,281,Basic,29.99,1,720p,2,active,2020-04-10,,true,2020-04-10 00:00:00
434,282,Premium,59.99,4,4K,5,active,2020-03-17,,true,2020-03-17 00:00:00
435,283,Standard,43.99,2,1080p,5,active,2021-06-05,,true,2021-06-05 00:00:00
436,284,Basic,29.99,1,720p,2,expired,2022-02-27,2022-12-24,false,2022-02-27 00:00:00
437,284,Basic,29.99,1,720p,2,active,2023-01-01,,true,2023-01-01 00:00:00
438,285,Standard,43.99,2,1080p,5,expired,2022-04-12,2022-05-21,true,2022-04-12 00:00:00
439,285,Premium,59.99,4,4K,5,active,2023-04-04,,true,2023-04-04 00:00:00
440,286,Premium,59.99,4,4K,5,expired,2022-05-20,2022-08-26,false,2022-05-20 00:00:00
441,286,Standard,43.99,2,1080p,5,active,2020-06-19,,true,2020-06-19 00:00:00
442,287,Standard,43.99,2,1080p,5,expired,2023-05-18,2023-12-03,false,2023-05-18 00:00:00
443,287,Basic,29.99,1,720p,2,cancelled,2020-12-15,2021-03-09,false,2020-12-15 00:00:00
444,287,Standard,43.99,2,1080p,5,active,2020-12-28,,true,2020-12-28 00:00:00
445,288,Standard,43.99,2,1080p,5,cancelled,2022-01-23,2022-12-08,false,2022-01-23 00:00:00
446,288,Basic,29.99,1,720p,2,active,2021-05-07,,true,2021-05-07 00:00:00
447,289,Premium,59.99,4,4K,5,active,2022-06-18,,true,2022-06-18 00:00:00
448,290,Premium,59.99,4,4K,5,cancelled,2024-05-08,2025-02-16,true,2024-05-08 00:00:00
449,290,Standard,43.99,2,1080p,5,active,2023-11-01,,true,2023-11-01 00:00:00
450,291,Premium,59.99,4,4K,5,active,2022-09-18,,true,2022-09-18 00:00:00
451,292,Premium,59.99,4,4K,5,expired,2024-12-03,2025-04-08,false,2024-12-03 00:00:00
452,292,Premium,59.99,4,4K,5,active,2020-07-26,,true,2020-07-26 00:00:00
453,293,Standard,43.99,2,1080p,5,cancelled,2024-05-10,2024-08-28,false,2024-05-10 00:00:00
454,293,Basic,29.99,1,720p,2,active,2022-07-28,,true,2022-07-28 00:00:00
455,294,Basic,29.99,1,720p,2,active,2022-01-11,,true,2022-01-11 00:00:00
456,295,Standard,43.99,2,1080p,5,active,2022-04-26,,true,2022-04-26 00:00:00
457,296,Premium,59.99,4,4K,5,active,2021-07-23,,true,2021-07-23 00:00:00
458,297,Standard,43.99,2,1080p,5,active,2022-01-18,,true,2022-01-18 00:00:00
459,298,Standard,43.99,2,1080p,5,cancelled,2021-05-29,2021-12-02,true,2021-05-29 00:00:00
460,298,Standard,43.99,2,1080p,5,active,2021-04-11,,true,2021-04-11 00:00:00
461,299,Premium,59.99,4,4K,5,active,2020-05-17,,true,2020-05-17 00:00:00
462,300,Premium,59.99,4,4K,5,cancelled,2024-11-04,2025-07-19,false,2024-11-04 00:00:00
463,300,Basic,29.99,1,720p,2,active,2024-03-07,,true,2024-03-07 00:00:00
464,301,Basic,29.99,1,720p,2,expired,2025-03-26,2026-02-23,false,2025-03-26 00:00:00
465,301,Basic,29.99,1,720p,2,active,2023-03-30,,true,2023-03-30 00:00:00
466,302,Standard,43.99,2,1080p,5,active,2023-03-22,,true,2023-03-22 00:00:00
467,303,Premium,59.99,4,4K,5,active,2025-02-17,,true,2025-02-17 00:00:00
468,304,Premium,59.99,4,4K,5,expired,2020-02-10,2020-03-13,false,2020-02-10 00:00:00
469,304,Standard,43.99,2,1080p,5,active,2021-11-26,,true,2021-11-26 00:00:00
470,305,Premium,59.99,4,4K,5,expired,2025-01-11,2025-09-05,true,2025-01-11 00:00:00
471,305,Premium,59.99,4,4K,5,active,2023-04-02,,true,2023-04-02 00:00:00
472,306,Standard,43.99,2,1080p,5,active,2023-02-21,,true,2023-02-21 00:00:00
473,307,Premium,59.99,4,4K,5,expired,2023-02-21,2023-04-01,false,2023-02-21 00:00:00
474,307,Standard,43.99,2,1080p,5,active,2021-05-14,,true,2021-05-14 00:00:00
475,308,Standard,43.99,2,1080p,5,active,2023-10-11,,true,2023-10-11 00:00:00
476,309,Standard,43.99,2,1080p,5,expired,2024-10-14,2025-09-01,false,2024-10-14 00:00:00
477,309,Basic,29.99,1,720p,2,active,2022-12-23,,true,2022-12-23 00:00:00
478,310,Basic,29.99,1,720p,2,active,2024-10-20,,true,2024-10-20 00:00:00
479,311,Basic,29.99,1,720p,2,active,2020-07-23,,true,2020-07-23 00:00:00
480,312,Standard,43.99,2,1080p,5,expired,2020-09-16,2021-07-18,false,2020-09-16 00:00:00
481,312,Standard,43.99,2,1080p,5,active,2022-06-10,,true,2022-06-10 00:00:00
482,313,Standard,43.99,2,1080p,5,expired,2024-03-23,2024-05-21,false,2024-03-23 00:00:00
483,313,Basic,29.99,1,720p,2,active,2020-09-03,,true,2020-09-03 00:00:00
484,314,Premium,59.99,4,4K,5,cancelled,2022-02-18,2022-07-27,true,2022-02-18 00:00:00
485,314,Standard,43.99,2,1080p,5,active,2023-08-21,,true,2023-08-21 00:00:00
486,315,Basic,29.99,1,720p,2,expired,2024-11-05,2025-09-27,false,2024-11-05 00:00:00
487,315,Premium,59.99,4,4K,5,active,2020-02-01,,true,2020-02-01 00:00:00
488,316,Standard,43.99,2,1080p,5,active,2024-03-20,,true,2024-03-20 00:00:00
489,317,Standard,43.99,2,1080p,5,cancelled,2020-02-23,2021-02-08,false,2020-02-23 00:00:00
490,317,Standard,43.99,2,1080p,5,active,2024-02-11,,true,2024-02-11 00:00:00
491,318,Premium,59.99,4,4K,5,expired,2022-09-20,2022-11-12,false,2022-09-20 00:00:00
492,318,Premium,59.99,4,4K,5,active,2024-05-26,,true,2024-05-26 00:00:00
493,319,Premium,59.99,4,4K,5,active,2025-02-20,,true,2025-02-20 00:00:00
494,320,Basic,29.99,1,720p,2,cancelled,2021-12-28,2022-09-14,false,2021-12-28 00:00:00
495,320,Standard,43.99,2,1080p,5,active,2025-03-09,,true,2025-03-09 00:00:00
496,321,Premium,59.99,4,4K,5,active,2025-05-02,,true,2025-05-02 00:00:00
497,322,Standard,43.99,2,1080p,5,expired,2022-01-24,2022-07-17,true,2022-01-24 00:00:00
498,322,Basic,29.99,1,720p,2,active,2023-08-03,,true,2023-08-03 00:00:00
499,323,Standard,43.99,2,1080p,5,expired,2022-07-27,2023-02-07,true,2022-07-27 00:00:00
500,323,Standard,43.99,2,1080p,5,active,2023-07-14,,true,2023-07-14 00:00:00
501,324,Basic,29.99,1,720p,2,active,2025-01-30,,true,2025-01-30 00:00:00
502,325,Standard,43.99,2,1080p,5,active,2021-07-05,,true,2021-07-05 00:00:00
503,326,Standard,43.99,2,1080p,5,active,2023-12-24,,true,2023-12-24 00:00:00
504,327,Standard,43.99,2,1080p,5,expired,2021-03-07,2021-08-07,false,2021-03-07 00:00:00
505,327,Standard,43.99,2,1080p,5,active,2021-01-11,,true,2021-01-11 00:00:00
506,328,Premium,59.99,4,4K,5,active,2021-11-14,,true,2021-11-14 00:00:00
507,329,Standard,43.99,2,1080p,5,active,2021-11-30,,true,2021-11-30 00:00:00
508,330,Premium,59.99,4,4K,5,expired,2020-11-24,2021-08-21,false,2020-11-24 00:00:00
509,330,Standard,43.99,2,1080p,5,cancelled,2022-08-30,2023-04-16,false,2022-08-30 00:00:00
510,330,Standard,43.99,2,1080p,5,active,2024-12-08,,true,2024-12-08 00:00:00
511,331,Basic,29.99,1,720p,2,active,2024-01-09,,true,2024-01-09 00:00:00
512,332,Premium,59.99,4,4K,5,active,2024-09-19,,true,2024-09-19 00:00:00
513,333,Basic,29.99,1,720p,2,expired,2024-07-31,2025-03-24,true,2024-07-31 00:00:00
514,333,Standard,43.99,2,1080p,5,expired,2024-07-18,2025-06-25,false,2024-07-18 00:00:00
515,333,Premium,59.99,4,4K,5,active,2021-01-18,,true,2021-01-18 00:00:00
516,334,Standard,43.99,2,1080p,5,expired,2021-06-25,2022-04-27,true,2021-06-25 00:00:00
517,334,Premium,59.99,4,4K,5,active,2023-05-13,,true,2023-05-13 00:00:00
518,335,Premium,59.99,4,4K,5,expired,2021-02-06,2021-09-08,true,2021-02-06 00:00:00
519,335,Premium,59.99,4,4K,5,expired,2024-06-30,2024-09-20,false,2024-06-30 00:00:00
520,335,Basic,29.99,1,720p,2,active,2022-10-12,,true,2022-10-12 00:00:00
521,336,Standard,43.99,2,1080p,5,expired,2020-10-12,2021-04-02,false,2020-10-12 00:00:00
522,336,Standard,43.99,2,1080p,5,active,2021-08-12,,true,2021-08-12 00:00:00
523,337,Basic,29.99,1,720p,2,active,2020-08-16,,true,2020-08-16 00:00:00
524,338,Premium,59.99,4,4K,5,active,2022-05-27,,true,2022-05-27 00:00:00
525,339,Basic,29.99,1,720p,2,active,2024-09-08,,true,2024-09-08 00:00:00
526,340,Premium,59.99,4,4K,5,expired,2023-05-28,2023-09-25,false,2023-05-28 00:00:00
527,340,Basic,29.99,1,720p,2,active,2023-05-26,,true,2023-05-26 00:00:00
528,341,Standard,43.99,2,1080p,5,active,2022-09-02,,true,2022-09-02 00:00:00
529,342,Standard,43.99,2,1080p,5,active,2022-11-09,,true,2022-11-09 00:00:00
530,343,Basic,29.99,1,720p,2,active,2023-10-03,,true,2023-10-03 00:00:00
531,344,Standard,43.99,2,1080p,5,active,2021-02-06,,true,2021-02-06 00:00:00
532,345,Premium,59.99,4,4K,5,active,2021-09-22,,true,2021-09-22 00:00:00
533,346,Standard,43.99,2,1080p,5,cancelled,2021-03-03,2021-12-03,true,2021-03-03 00:00:00
534,346,Basic,29.99,1,720p,2,active,2022-06-04,,true,2022-06-04 00:00:00
535,347,Standard,43.99,2,1080p,5,active,2024-04-01,,true,2024-04-01 00:00:00
536,348,Standard,43.99,2,1080p,5,cancelled,2023-02-04,2023-03-07,true,2023-02-04 00:00:00
537,348,Standard,43.99,2,1080p,5,active,2023-03-28,,true,2023-03-28 00:00:00
538,349,Premium,59.99,4,4K,5,cancelled,2020-08-29,2021-08-24,false,2020-08-29 00:00:00
539,349,Standard,43.99,2,1080p,5,active,2021-09-07,,true,2021-09-07 00:00:00
540,350,Basic,29.99,1,720p,2,active,2021-05-21,,true,2021-05-21 00:00:00
541,351,Basic,29.99,1,720p,2,active,2020-11-14,,true,2020-11-14 00:00:00
542,352,Premium,59.99,4,4K,5,active,2025-01-28,,true,2025-01-28 00:00:00
543,353,Standard,43.99,2,1080p,5,active,2022-01-01,,true,2022-01-01 00:00:00
544,354,Basic,29.99,1,720p,2,active,2020-06-17,,true,2020-06-17 00:00:00
545,355,Basic,29.99,1,720p,2,cancelled,2024-08-19,2025-01-14,false,2024-08-19 00:00:00
546,355,Premium,59.99,4,4K,5,active,2020-05-01,,true,2020-05-01 00:00:00
547,356,Standard,43.99,2,1080p,5,expired,2022-06-04,2023-02-10,false,2022-06-04 00:00:00
548,356,Basic,29.99,1,720p,2,cancelled,2023-03-21,2023-09-15,false,2023-03-21 00:00:00
549,356,Standard,43.99,2,1080p,5,active,2021-03-01,,true,2021-03-01 00:00:00
550,357,Standard,43.99,2,1080p,5,expired,2024-12-20,2025-04-10,false,2024-12-20 00:00:00
551,357,Basic,29.99,1,720p,2,active,2021-05-11,,true,2021-05-11 00:00:00
552,358,Standard,43.99,2,1080p,5,active,2021-09-19,,true,2021-09-19 00:00:00
553,359,Standard,43.99,2,1080p,5,expired,2020-04-19,2020-09-20,true,2020-04-19 00:00:00
554,359,Premium,59.99,4,4K,5,active,2021-01-02,,true,2021-01-02 00:00:00
555,360,Standard,43.99,2,1080p,5,cancelled,2023-11-01,2024-01-10,false,2023-11-01 00:00:00
556,360,Standard,43.99,2,1080p,5,active,2024-07-25,,true,2024-07-25 00:00:00
557,361,Basic,29.99,1,720p,2,active,2020-04-05,,true,2020-04-05 00:00:00
558,362,Standard,43.99,2,1080p,5,cancelled,2020-11-19,2021-07-24,false,2020-11-19 00:00:00
559,362,Standard,43.99,2,1080p,5,expired,2024-10-31,2025-10-31,false,2024-10-31 00:00:00
560,362,Standard,43.99,2,1080p,5,active,2023-12-10,,true,2023-12-10 00:00:00
561,363,Standard,43.99,2,1080p,5,active,2020-10-21,,true,2020-10-21 00:00:00
562,364,Standard,43.99,2,1080p,5,active,2022-08-02,,true,2022-08-02 00:00:00
563,365,Standard,43.99,2,1080p,5,cancelled,2024-02-11,2024-11-28,false,2024-02-11 00:00:00
564,365,Standard,43.99,2,1080p,5,active,2024-08-31,,true,2024-08-31 00:00:00
565,366,Standard,43.99,2,1080p,5,active,2024-06-29,,true,2024-06-29 00:00:00
566,367,Standard,43.99,2,1080p,5,active,2022-06-12,,true,2022-06-12 00:00:00
567,368,Standard,43.99,2,1080p,5,active,2022-09-10,,true,2022-09-10 00:00:00
568,369,Premium,59.99,4,4K,5,active,2022-02-24,,true,2022-02-24 00:00:00
569,370,Basic,29.99,1,720p,2,expired,2020-02-06,2020-10-19,false,2020-02-06 00:00:00
570,370,Premium,59.99,4,4K,5,cancelled,2023-05-07,2023-12-16,false,2023-05-07 00:00:00
571,370,Premium,59.99,4,4K,5,active,2022-02-19,,true,2022-02-19 00:00:00
572,371,Premium,59.99,4,4K,5,active,2021-07-30,,true,2021-07-30 00:00:00
573,372,Standard,43.99,2,1080p,5,active,2021-03-27,,true,2021-03-27 00:00:00
574,373,Standard,43.99,2,1080p,5,active,2020-10-15,,true,2020-10-15 00:00:00
575,374,Basic,29.99,1,720p,2,active,2020-06-07,,true,2020-06-07 00:00:00
576,375,Basic,29.99,1,720p,2,cancelled,2023-03-06,2023-05-10,true,2023-03-06 00:00:00
577,375,Premium,59.99,4,4K,5,active,2021-07-27,,true,2021-07-27 00:00:00
578,376,Standard,43.99,2,1080p,5,active,2022-07-23,,true,2022-07-23 00:00:00
579,377,Premium,59.99,4,4K,5,active,2022-05-14,,true,2022-05-14 00:00:00
580,378,Standard,43.99,2,1080p,5,active,2020-07-23,,true,2020-07-23 00:00:00
581,379,Standard,43.99,2,1080p,5,active,2024-06-27,,true,2024-06-27 00:00:00
582,380,Basic,29.99,1,720p,2,active,2023-04-07,,true,2023-04-07 00:00:00
583,381,Basic,29.99,1,720p,2,active,2020-05-09,,true,2020-05-09 00:00:00
584,382,Basic,29.99,1,720p,2,cancelled,2024-01-13,2024-07-26,false,2024-01-13 00:00:00
585,382,Standard,43.99,2,1080p,5,active,2022-06-26,,true,2022-06-26 00:00:00
586,383,Premium,59.99,4,4K,5,cancelled,2024-07-22,2024-12-11,false,2024-07-22 00:00:00
587,383,Standard,43.99,2,1080p,5,active,2024-01-22,,true,2024-01-22 00:00:00
588,384,Basic,29.99,1,720p,2,expired,2021-07-17,2022-06-02,true,2021-07-17 00:00:00
