watch_id,profile_id,content_id,episode_id,started_at,progress_percent,completed
7465,505,380,,2020-05-27 23:41:16,65.99,false
7466,1694,157,1712,2022-12-09 21:59:43,29.58,false
7467,1026,81,809,2020-06-09 19:53:04,75.32,false
7468,1654,206,,2020-11-12 09:18:38,26.08,false
7469,234,229,,2021-03-07 22:52:33,83.88,false
7470,1506,86,,2020-07-31 20:49:39,16.45,false
7471,2057,452,5487,2020-03-22 10:12:52,35.59,false
7472,113,144,,2021-07-09 04:25:50,29.57,false
7473,130,332,,2022-09-16 16:31:55,77.47,false
7474,2536,360,4290,2025-02-28 15:14:06,55.67,false
7475,1292,213,,2021-06-18 14:53:31,68.15,false
7476,380,45,536,2025-10-27 09:45:34,35.12,false
7477,114,395,,2021-09-27 07:46:37,18.47,false
7478,2404,62,,2021-07-06 01:32:40,73.91,false
7479,2396,343,,2022-03-26 19:32:02,19.26,false
7480,1735,158,1812,2022-04-03 04:28:48,1.68,false
7481,1206,370,,2022-05-05 22:20:23,63.18,false
7482,2559,447,,2021-11-18 04:58:27,23.5,false
7483,1051,21,,2022-10-28 02:25:43,38.1,false
7484,1585,99,,2025-02-02 17:00:03,94.06,false
7485,407,323,3747,2022-10-31 11:47:35,85.42,false
7486,970,151,,2025-03-09 09:03:32,5.21,false
7487,871,225,,2025-11-15 10:33:56,56.86,false
7488,2209,317,,2020-07-04 09:36:00,59.27,false
7489,2372,62,,2023-11-16 04:14:29,86.17,false
7490,1804,478,5872,2020-12-22 23:46:54,94.72,false
7491,2370,351,,2023-07-10 20:10:46,8.29,false
7492,2620,416,,2025-10-28 13:22:13,91.78,false
7493,248,148,,2023-03-07 22:45:35,54.81,false
7494,55,160,,2025-04-04 07:23:04,85.06,false
7495,2041,178,,2022-07-13 01:02:22,41.1,false
7496,596,163,1843,2025-05-29 20:22:36,60.17,false
7497,1743,31,325,2020-04-10 23:57:33,20.06,false
7498,408,289,3290,2020-04-14 23:38:52,100.0,true
7499,2568,120,1217,2023-10-17 01:24:24,3.83,false
7500,1565,57,674,2023-02-04 22:02:45,10.22,false
7501,709,188,,2021-10-11 01:52:35,54.09,false
7502,1730,81,816,2021-06-13 22:28:50,67.2,false
7503,137,181,2010,2021-12-24 15:40:01,63.16,false
7504,1306,8,,2024-02-14 22:34:11,48.4,false
7505,2018,331,,2025-03-25 05:20:27,33.22,false
7506,1332,8,,2023-12-02 21:39:54,24.59,false
7507,1729,322,,2021-11-21 15:45:31,78.19,false
7508,1127,223,,2021-02-13 01:43:06,88.55,false
7509,2601,44,518,2020-10-31 21:14:57,7.97,false
7510,1134,204,,2025-06-21 18:40:46,33.48,false
7511,223,252,,2020-09-23 03:45:42,67.69,false
7512,2003,67,,2020-09-21 19:32:20,66.21,false
7513,202,143,,2021-03-16 00:10:29,87.15,false
7514,784,365,4333,2024-02-29 02:01:01,7.73,false
7515,1422,177,,2022-10-29 12:29:56,89.22,false
7516,1012,9,,2022-12-03 15:01:30,85.91,false
7517,1910,278,3081,2024-02-10 07:34:31,66.66,false
7518,712,464,,2025-11-06 19:11:41,1.93,false
7519,2573,328,,2024-10-24 10:53:50,53.04,false
7520,183,411,,2025-09-01 08:52:54,57.23,false
7521,2133,293,3333,2023-09-11 01:02:39,39.86,false
7522,751,490,6084,2020-01-27 18:32:59,93.68,false
7523,2271,372,4541,2025-05-18 01:34:46,64.81,false
7524,1829,309,,2020-02-13 07:53:18,24.41,false
7525,2518,416,,2025-04-28 04:26:04,85.18,false
7526,47,184,,2021-09-20 12:13:02,100.0,true
7527,1292,281,3103,2020-03-28 11:24:25,46.13,false
7528,1785,221,,2025-11-25 14:05:21,47.15,false
7529,346,288,,2020-02-29 02:21:42,80.0,false
7530,908,141,,2024-12-14 12:11:50,16.17,false
7531,958,42,,2024-04-07 02:13:58,87.4,false
7532,1463,465,,2020-09-19 09:29:30,76.01,false
7533,2235,329,3930,2024-07-13 07:51:08,87.04,false
7534,1454,424,,2021-02-07 23:46:25,88.24,false
7535,1381,193,,2025-11-26 16:24:41,26.72,false
7536,2079,417,5134,2025-08-27 19:13:22,92.11,false
7537,1053,374,,2023-04-29 07:01:27,30.63,false
7538,2421,488,,2021-06-15 18:34:12,72.18,false
7539,2288,181,2012,2021-04-06 19:20:16,91.6,false
7540,1758,136,,2024-12-17 07:36:42,42.68,false
7541,1528,484,6018,2024-08-05 21:22:30,40.73,false
7542,2511,177,,2023-07-06 23:00:41,49.25,false
7543,635,237,2567,2021-04-23 14:41:14,85.3,false
7544,250,134,,2024-12-30 01:57:49,47.86,false
7545,2394,437,5258,2021-07-01 20:18:39,90.89,false
7546,1530,334,3953,2024-02-23 15:37:01,35.76,false
7547,1075,371,4464,2021-07-31 06:06:36,10.8,false
7548,1646,421,,2023-07-24 16:55:44,48.82,false
7549,2158,158,1761,2020-04-08 06:28:53,0.25,false
7550,2618,24,259,2024-07-19 08:59:46,34.56,false
7551,2266,167,,2025-03-13 09:17:59,56.46,false
7552,530,475,,2020-11-02 13:02:48,80.02,false
7553,870,28,,2025-09-22 06:18:23,59.91,false
7554,1402,409,,2023-04-12 03:52:00,29.1,false
7555,988,38,,2024-03-27 00:20:41,62.32,false
7556,660,344,4159,2024-05-14 08:16:36,34.78,false
7557,799,91,,2022-03-08 16:15:11,62.88,false
7558,1006,500,,2023-08-30 11:20:27,3.18,false
7559,2588,89,898,2025-05-14 18:58:31,8.38,false
7560,432,109,1114,2024-06-08 10:16:48,44.79,false
7561,1584,282,,2020-04-10 04:30:24,11.33,false
7562,2552,153,1678,2021-08-11 16:20:05,42.97,false
7563,2650,135,,2025-06-06 14:56:16,82.64,false
7564,1100,113,,2024-09-06 05:30:17,12.91,false
7565,1942,257,,2024-09-27 17:23:07,4.33,false
7566,2524,463,5571,2020-09-27 14:56:12,91.04,false
7567,1096,281,3136,2020-05-30 17:09:26,50.76,false
7568,1179,203,2356,2024-05-24 08:37:29,83.27,false
7569,895,149,1623,2022-10-08 01:27:12,65.22,false
7570,1691,166,,2022-11-16 19:52:59,100.0,true
7571,903,223,,2021-06-09 10:31:20,77.83,false
7572,804,396,4910,2021-10-01 18:07:31,92.22,false
7573,1050,166,,2022-12-14 18:40:27,84.57,false
7574,1408,168,1860,2024-04-02 12:45:17,36.07,false
7575,813,409,,2020-02-07 13:24:31,57.26,false
7576,1488,51,603,2022-02-08 10:29:12,59.17,false
7577,1407,500,,2022-08-15 00:05:47,6.49,false
7578,1083,281,3146,2025-03-23 07:58:04,62.43,false
7579,2682,4,25,2020-01-26 07:18:27,39.38,false
7580,217,202,2281,2025-05-01 13:37:22,12.63,false
7581,2266,275,,2022-04-22 04:40:39,42.24,false
7582,1685,20,,2025-03-27 10:03:10,14.84,false
7583,1874,408,,2020-01-19 03:32:19,68.78,false
7584,2613,441,5334,2024-01-04 20:12:22,13.82,false
7585,1537,89,895,2024-04-12 16:37:11,82.51,false
7586,617,232,,2023-09-30 11:25:01,77.66,false
7587,2210,463,5600,2023-12-17 01:41:29,29.6,false
7588,2214,72,,2025-01-20 10:11:48,31.36,false
7589,2173,48,,2022-10-06 00:45:45,24.62,false
7590,1250,415,5107,2024-06-04 05:57:28,9.62,false
7591,121,111,,2021-12-16 16:47:46,13.92,false
7592,177,436,,2021-05-23 19:16:17,35.46,false
7593,880,126,1324,2023-08-06 13:16:19,87.82,false
7594,1061,33,,2023-08-07 13:15:14,14.28,false
7595,2410,209,,2022-07-10 23:41:26,78.35,false
7596,1197,16,197,2021-06-23 16:41:58,18.78,false
7597,198,263,,2020-02-13 20:35:52,54.98,false
7598,630,318,,2025-03-16 15:51:26,39.99,false
7599,1432,11,134,2020-10-09 08:36:21,18.42,false
7600,2009,463,5629,2022-10-02 03:22:01,46.81,false
7601,907,311,,2023-10-08 10:35:49,6.74,false
7602,1977,323,3743,2024-02-22 06:15:33,52.54,false
7603,621,493,,2025-11-11 20:20:56,79.9,false
7604,1688,91,,2021-05-28 15:18:02,69.45,false
7605,1912,240,2620,2023-08-07 03:23:38,61.77,false
7606,1146,9,,2025-02-18 05:15:44,72.21,false
7607,1638,193,,2024-11-27 03:36:27,36.45,false
7608,1853,455,,2022-03-09 16:30:57,86.06,false
7609,2295,486,,2021-10-24 14:33:22,74.31,false
7610,2342,142,1540,2025-11-11 07:30:05,18.17,false
7611,355,418,5147,2020-11-20 00:04:40,83.94,false
7612,2204,89,897,2022-03-13 08:48:11,78.84,false
7613,617,230,2468,2022-09-19 13:11:26,53.48,false
7614,467,126,1326,2023-02-24 06:33:34,70.31,false
7615,2419,463,5613,2025-02-05 03:26:28,73.28,false
7616,452,473,5808,2021-07-26 13:46:42,90.11,false
7617,1906,489,,2024-10-02 01:29:56,31.58,false
7618,1236,185,,2025-09-12 19:32:29,100.0,true
7619,806,19,,2025-11-20 01:02:31,13.7,false
7620,591,95,,2022-03-19 05:43:30,84.17,false
7621,1873,480,5935,2025-06-21 19:55:34,11.69,false
7622,1514,491,,2020-10-24 23:51:44,88.74,false
7623,1658,284,3212,2020-08-14 22:46:30,15.07,false
7624,239,488,,2021-12-09 18:52:39,12.54,false
7625,1350,496,,2024-02-09 00:26:55,73.49,false
7626,2625,240,2613,2023-01-02 08:29:43,28.68,false
7627,2280,396,4919,2025-01-05 03:58:25,65.43,false
7628,2063,407,,2023-06-22 10:49:45,90.5,false
7629,1296,263,,2022-04-01 01:02:29,29.56,false
7630,2015,103,,2021-06-01 00:41:26,38.87,false
7631,911,36,413,2020-05-23 23:47:51,36.11,false
7632,1951,442,5394,2021-04-15 12:53:47,38.38,false
7633,1903,12,,2021-04-03 08:11:26,65.85,false
7634,1759,79,,2025-06-22 04:37:50,50.29,false
7635,172,321,,2022-09-02 05:43:57,50.41,false
7636,1553,402,4998,2023-06-28 11:18:42,22.16,false
7637,1685,4,40,2024-03-01 14:50:18,75.12,false
7638,121,411,,2025-11-15 18:08:44,17.12,false
7639,2534,467,,2023-10-26 11:56:34,87.46,false
7640,1160,153,1693,2025-04-15 18:59:32,51.78,false
7641,1206,246,,2020-04-02 07:32:21,22.68,false
7642,1377,443,5421,2024-01-22 22:36:30,5.1,false
7643,2681,435,5233,2025-09-17 21:15:58,79.55,false
7644,1676,405,,2025-05-10 10:12:05,59.9,false
7645,923,465,,2022-09-18 09:30:27,75.65,false
7646,1557,208,,2021-08-01 23:51:53,6.39,false
7647,273,160,,2024-07-13 19:29:44,94.33,false
7648,2502,200,2176,2021-03-07 19:55:39,58.05,false
7649,428,100,1017,2023-10-05 17:27:03,36.88,false
7650,1073,111,,2025-11-12 07:59:19,45.35,false
7651,2595,30,,2024-09-03 04:07:54,0.19,false
7652,2151,333,,2021-09-09 13:22:16,79.67,false
7653,1335,341,,2024-03-11 20:33:29,20.7,false
7654,2572,399,,2022-12-19 04:09:48,18.87,false
7655,2359,124,,2025-06-17 02:51:44,78.96,false
7656,1807,433,5168,2022-03-29 18:01:07,71.62,false
7657,1311,155,,2025-02-24 04:15:02,85.03,false
7658,1743,402,5003,2025-06-04 03:12:13,19.51,false
7659,71,333,,2021-04-12 17:44:23,8.3,false
7660,941,45,537,2023-10-11 08:25:55,2.49,false
7661,431,17,209,2021-06-30 02:55:03,78.52,false
7662,1905,486,,2020-09-07 00:34:14,66.9,false
7663,1178,289,3307,2025-06-19 12:56:19,85.71,false
7664,586,261,,2024-02-10 03:04:29,91.62,false
7665,1634,438,5279,2021-01-14 11:33:31,94.48,false
7666,52,304,,2024-01-07 23:44:00,34.65,false
7667,2620,361,,2020-11-21 18:44:08,17.18,false
7668,2077,256,,2020-09-10 12:39:42,25.0,false
7669,604,447,,2024-08-24 19:54:57,58.82,false
7670,989,287,3261,2022-08-30 18:27:13,79.26,false
7671,518,419,,2022-12-06 14:36:03,70.18,false
7672,695,75,799,2022-11-16 17:16:23,49.96,false
7673,598,470,5770,2020-11-30 22:28:58,72.74,false
7674,713,92,,2025-09-16 20:21:04,74.57,false
7675,2210,407,,2024-07-07 15:24:28,75.57,false
7676,1650,16,205,2024-02-01 22:44:53,5.27,false
7677,270,81,806,2022-12-02 23:37:47,91.85,false
7678,1303,232,,2025-11-06 08:33:55,29.04,false
7679,2311,304,,2025-02-08 00:34:52,81.28,false
7680,1812,129,1352,2022-08-02 02:50:21,68.99,false
7681,543,16,187,2025-07-02 23:10:28,66.23,false
7682,683,110,1134,2023-11-29 21:25:38,40.46,false
7683,2066,245,2692,2025-01-07 04:07:41,7.72,false
7684,59,264,,2024-02-18 08:22:16,92.24,false
7685,1602,128,,2024-09-14 13:51:44,55.14,false
7686,107,367,,2021-04-14 15:31:42,51.6,false
7687,1071,384,,2024-06-20 18:50:04,52.37,false
7688,2574,104,1043,2022-07-09 08:27:57,85.13,false
7689,527,288,,2020-11-01 09:44:36,91.4,false
7690,520,461,5531,2024-08-27 10:51:59,100.0,true
7691,2094,128,,2025-09-29 18:46:31,12.1,false
7692,464,266,2986,2024-12-21 04:32:21,19.0,false
7693,421,262,2864,2025-12-20 02:00:34,26.06,false
7694,1271,278,3081,2021-06-09 18:20:15,100.0,true
7695,1446,4,21,2025-08-06 05:29:35,10.46,false
7696,2112,211,,2020-03-19 18:03:34,33.32,false
7697,2619,500,,2020-03-12 00:31:53,20.17,false
7698,1076,227,,2024-09-02 19:19:25,43.34,false
7699,1854,418,5149,2020-05-29 09:43:39,17.72,false
7700,1237,445,,2025-03-01 05:01:57,57.69,false
7701,1904,476,,2020-01-03 15:05:35,49.74,false
7702,421,233,,2025-04-26 10:59:27,53.9,false
7703,2459,411,,2020-06-07 05:19:04,100.0,true
7704,2705,309,,2023-06-04 10:00:02,30.52,false
7705,2621,233,,2024-01-12 16:46:13,93.12,false
7706,582,354,4216,2021-11-04 10:57:36,8.77,false
7707,2265,20,,2024-12-04 07:05:25,58.45,false
7708,1937,304,,2025-03-12 03:27:07,54.2,false
7709,1359,294,,2020-10-27 12:48:10,91.9,false
7710,2701,241,2680,2024-10-23 13:02:26,65.31,false
7711,829,277,3045,2025-01-12 15:24:19,63.69,false
7712,2255,48,,2020-11-08 23:03:21,28.08,false
7713,573,500,,2023-08-17 02:44:28,76.59,false
7714,880,406,,2021-02-04 18:38:15,83.39,false
7715,737,92,,2020-04-03 11:50:53,66.87,false
7716,383,220,2423,2024-06-04 00:28:28,19.41,false
7717,2407,368,4384,2022-03-07 11:20:54,65.58,false
7718,1696,294,,2024-09-03 10:13:35,35.29,false
7719,1327,56,,2023-02-10 11:56:57,67.91,false
7720,2017,204,,2023-08-03 06:35:28,72.53,false
7721,282,310,,2025-07-24 00:00:04,82.57,false
7722,1851,167,,2020-03-27 09:50:15,12.84,false
7723,682,490,6078,2023-06-27 22:32:38,17.42,false
7724,2621,291,,2024-06-04 23:22:52,35.2,false
7725,1302,302,,2025-06-30 03:09:41,15.5,false
7726,1513,393,4862,2022-09-19 12:45:16,83.16,false
7727,2282,282,,2021-11-21 10:15:12,0.21,false
7728,1604,178,,2022-08-18 10:50:32,40.09,false
7729,2540,313,,2023-09-14 07:04:48,79.03,false
7730,266,69,,2025-02-24 14:25:07,59.66,false
7731,919,297,3405,2025-12-27 17:26:34,51.61,false
7732,839,432,,2020-02-12 21:46:05,85.8,false
7733,38,382,,2024-11-01 00:39:56,27.31,false
7734,2358,448,5459,2021-03-12 19:08:01,76.56,false
7735,179,20,,2022-02-11 21:59:19,67.78,false
7736,352,246,,2023-08-08 18:29:27,25.09,false
7737,635,415,5114,2023-07-02 09:00:31,11.63,false
7738,2368,106,,2020-11-27 01:54:40,71.11,false
7739,566,28,,2022-11-21 12:44:09,57.46,false
7740,229,391,,2025-08-22 00:09:25,50.76,false
7741,1100,293,3341,2021-05-07 08:49:27,86.62,false
7742,1106,332,,2020-10-28 03:13:20,67.04,false
7743,2017,317,,2023-07-16 11:06:08,23.85,false
7744,765,111,,2020-11-24 19:09:09,53.91,false
7745,1801,224,,2020-04-30 10:33:48,18.29,false
7746,765,225,,2025-02-12 15:34:29,80.07,false
7747,1428,152,1631,2022-06-20 06:08:45,11.89,false
7748,764,213,,2022-04-08 02:07:40,49.12,false
7749,1237,451,,2022-04-07 23:47:04,50.11,false
7750,1141,337,4055,2021-07-06 15:18:09,50.74,false
7751,968,455,,2021-07-13 18:22:47,43.81,false
7752,219,13,,2020-10-27 12:58:28,58.21,false
7753,1769,357,,2021-12-03 16:07:08,45.33,false
7754,320,160,,2023-11-19 06:58:13,33.44,false
7755,2553,158,1752,2025-07-25 04:40:18,92.19,false
7756,1413,112,,2021-06-10 09:53:38,74.44,false
7757,794,343,,2025-02-19 12:35:38,59.48,false
7758,1699,453,,2025-01-29 20:20:03,7.08,false
7759,1310,303,3443,2023-11-05 07:10:25,87.68,false
7760,2360,91,,2020-10-14 19:40:42,27.62,false
7761,1004,282,,2023-12-10 02:02:08,93.87,false
7762,2306,322,,2020-06-20 02:52:52,86.17,false
7763,708,391,,2024-06-09 19:31:33,36.47,false
7764,921,249,2735,2021-11-27 07:57:03,71.1,false
7765,1215,297,3370,2021-10-12 07:51:15,50.35,false
7766,522,255,2775,2020-06-16 10:37:10,37.21,false
7767,37,476,,2024-10-10 17:10:57,49.77,false
7768,2642,461,5517,2025-04-04 19:13:11,74.82,false
7769,2223,365,4323,2025-06-28 09:11:26,24.93,false
7770,1995,179,,2020-11-01 12:50:49,76.34,false
7771,1955,442,5354,2022-06-17 01:30:34,12.47,false
7772,2319,18,243,2021-05-23 05:20:12,84.52,false
7773,1739,280,3090,2023-02-02 09:30:08,93.3,false
7774,1063,129,1365,2024-10-16 05:36:33,22.27,false
7775,2032,157,1706,2021-05-24 17:45:54,38.38,false
7776,1312,149,1615,2025-08-05 04:48:59,0.19,false
7777,2386,321,,2024-06-01 00:54:10,47.12,false
7778,701,125,1268,2021-03-07 06:16:18,46.74,false
7779,629,126,1335,2024-09-12 16:30:24,89.58,false
7780,489,130,1395,2020-03-11 18:50:18,24.35,false
7781,303,490,6078,2020-12-11 05:22:41,76.62,false
7782,507,417,5140,2023-01-02 15:54:45,30.09,false
7783,2597,447,,2025-07-22 17:24:29,44.1,false
7784,1468,297,3376,2021-12-15 04:28:08,65.94,false
7785,1929,359,,2022-10-07 19:07:02,89.73,false
7786,809,435,5226,2022-05-07 10:37:19,27.29,false
7787,2688,406,,2024-04-11 05:03:25,28.01,false
7788,2195,375,4578,2024-06-09 12:44:18,71.12,false
7789,1974,6,,2025-09-17 00:21:25,100.0,true
7790,335,45,537,2022-07-29 16:51:40,88.68,false
7791,2265,41,434,2022-05-23 13:34:05,23.83,false
7792,1613,355,4268,2025-04-03 02:15:38,65.2,false
7793,165,404,,2022-02-16 04:04:29,6.37,false
7794,1697,214,2400,2025-01-16 22:05:09,100.0,true
7795,1580,123,,2021-11-23 08:49:41,79.57,false
7796,731,421,,2021-03-28 00:06:22,37.18,false
7797,232,121,,2021-03-09 14:35:38,65.83,false
7798,1744,497,,2025-07-06 02:00:57,16.88,false
7799,2244,263,,2023-07-13 09:29:30,7.92,false
7800,1914,127,,2023-06-01 22:40:59,59.57,false
7801,2099,492,,2023-02-10 01:53:44,77.41,false
7802,1882,200,2170,2025-01-14 05:24:59,12.54,false
7803,600,401,,2020-11-03 06:40:12,7.02,false
7804,947,58,,2021-07-23 22:21:54,85.11,false
7805,184,219,,2024-06-18 18:22:34,40.2,false
7806,1126,289,3309,2025-05-17 08:10:02,30.2,false
7807,543,86,,2025-12-02 19:52:39,84.51,false
7808,1115,416,,2021-05-08 12:31:56,60.09,false
7809,1569,440,5313,2023-11-22 10:58:28,100.0,true
7810,534,444,,2024-05-04 19:31:01,83.76,false
7811,2519,65,693,2024-08-18 17:16:01,7.33,false
7812,2325,286,3239,2021-11-13 02:42:17,66.65,false
7813,2128,64,,2021-02-12 20:12:57,5.8,false
7814,793,177,,2023-04-10 14:28:45,22.63,false
7815,595,34,,2022-06-06 01:37:43,85.56,false
7816,1948,280,3092,2024-12-04 09:59:20,21.95,false
7817,478,329,3928,2020-04-05 09:52:58,13.32,false
7818,222,67,,2023-06-15 15:41:40,76.09,false
7819,461,262,2896,2025-02-07 07:20:18,65.85,false
7820,1585,125,1258,2021-10-04 10:51:50,8.66,false
7821,2416,406,,2023-10-16 08:30:39,57.7,false
7822,2508,178,,2023-02-14 16:04:29,74.82,false
7823,413,346,,2021-01-19 09:57:14,100.0,true
7824,1560,99,,2024-12-09 05:55:26,93.23,false
7825,434,78,,2024-08-12 15:08:50,71.37,false
7826,678,285,,2020-08-10 17:36:32,75.37,false
7827,1535,455,,2025-06-17 23:43:36,33.18,false
7828,2001,454,,2021-06-07 00:56:16,35.87,false
7829,657,430,,2024-11-05 12:29:45,26.82,false
7830,1539,299,,2024-03-21 22:15:42,46.04,false
7831,627,99,,2024-06-05 18:57:37,68.45,false
7832,2547,391,,2021-04-05 23:40:34,53.48,false
7833,500,198,,2020-09-22 11:48:55,43.9,false
7834,670,25,267,2022-08-06 11:27:34,54.69,false
7835,101,98,,2025-12-10 10:53:39,9.0,false
7836,2008,228,2450,2023-03-23 17:48:09,58.66,false
7837,816,34,,2024-06-26 14:59:39,1.68,false
7838,2166,64,,2025-05-30 22:56:09,68.16,false
7839,1655,463,5592,2022-05-24 11:55:48,33.66,false
7840,2476,304,,2020-03-14 02:15:35,46.47,false
7841,1235,313,,2022-06-29 20:37:57,24.92,false
7842,2375,433,5162,2022-07-31 04:33:24,23.24,false
7843,961,254,,2025-11-10 03:01:31,100.0,true
7844,2294,282,,2025-04-01 21:37:56,67.28,false
7845,805,467,,2023-10-01 08:51:15,77.14,false
7846,1084,344,4174,2024-12-23 11:49:45,15.07,false
7847,863,296,,2022-08-12 06:53:45,36.2,false
7848,663,274,,2021-11-03 23:19:57,71.64,false
7849,1124,234,2497,2020-04-09 17:12:19,0.57,false
7850,2050,108,,2024-10-24 10:21:50,64.45,false
7851,154,264,,2023-08-08 12:10:45,17.99,false
7852,2602,420,,2025-11-12 11:00:36,4.91,false
7853,225,328,,2020-10-14 19:01:04,65.95,false
7854,1339,183,2021,2025-02-27 18:58:58,18.68,false
7855,1034,192,2081,2024-09-28 00:34:47,48.69,false
7856,2327,407,,2025-04-24 13:30:57,56.89,false
7857,418,133,,2020-06-18 13:29:15,20.08,false
7858,649,325,3779,2021-12-30 04:37:44,58.73,false
7859,1732,151,,2023-11-28 21:10:29,29.66,false
7860,578,317,,2025-02-09 12:23:03,14.14,false
7861,1972,334,3952,2023-05-01 07:15:34,24.62,false
7862,1432,1,,2024-07-08 00:38:20,73.9,false
7863,480,144,,2025-12-09 00:40:10,42.5,false
7864,419,41,436,2024-01-08 18:34:48,1.51,false
7865,1769,428,,2025-12-11 23:23:37,76.98,false
7866,1711,380,,2023-07-18 14:31:11,75.98,false
7867,2163,496,,2020-05-22 15:42:38,19.96,false
7868,2303,146,1568,2024-12-05 20:25:56,3.29,false
7869,1557,334,3944,2021-04-25 09:11:02,28.8,false
7870,917,300,3422,2024-03-14 15:59:43,54.09,false
7871,1647,128,,2020-10-26 11:02:58,4.25,false
7872,2055,104,1051,2020-03-14 00:11:21,78.2,false
7873,2427,354,4224,2022-01-28 07:33:08,89.89,false
7874,2348,232,,2024-08-07 00:14:12,50.48,false
7875,2341,100,1019,2024-02-08 17:08:54,0.18,false
7876,1457,341,,2022-08-19 19:27:04,87.38,false
7877,766,495,6116,2024-08-23 11:17:08,30.25,false
7878,2484,411,,2023-01-04 15:09:40,59.11,false
7879,1468,466,5660,2021-02-03 04:56:07,51.34,false
7880,219,106,,2023-10-04 20:16:24,90.69,false
7881,1396,107,,2024-10-30 04:36:58,55.88,false
7882,62,143,,2023-12-09 08:33:49,39.95,false
7883,439,256,,2021-08-01 05:36:03,5.41,false
7884,1655,354,4216,2020-08-14 00:02:34,19.55,false
7885,480,124,,2021-10-13 10:54:25,66.52,false
7886,2414,327,3914,2022-09-25 16:45:48,21.2,false
7887,2234,177,,2022-12-16 10:00:28,53.84,false
7888,2385,405,,2023-10-19 17:07:45,41.67,false
7889,615,145,,2024-06-09 10:15:07,28.82,false
7890,1515,432,,2025-01-23 10:07:23,16.78,false
7891,1336,151,,2024-12-21 14:54:37,29.88,false
7892,2700,75,800,2025-05-15 22:31:23,100.0,true
7893,1443,328,,2024-03-18 22:12:38,38.23,false
7894,1531,293,3328,2024-10-16 06:57:32,90.74,false
7895,532,9,,2020-07-16 17:44:31,41.66,false
7896,868,101,1040,2021-05-28 15:39:55,94.69,false
7897,2122,318,,2021-02-17 07:40:27,25.35,false
7898,1355,417,5133,2024-12-05 01:59:01,69.13,false
7899,2615,362,4313,2020-06-17 13:24:19,13.88,false
7900,2699,492,,2020-09-15 12:00:47,65.79,false
7901,300,12,,2022-10-25 08:27:06,37.09,false
7902,150,457,5495,2020-06-13 01:22:40,69.12,false
7903,327,5,45,2023-11-09 13:11:37,50.4,false
7904,570,460,,2021-12-16 19:55:07,48.23,false
7905,1109,230,2477,2020-12-26 10:16:22,45.77,false
7906,2238,187,2032,2020-09-09 23:16:12,25.53,false
7907,149,326,,2020-04-27 16:06:29,37.38,false
7908,960,14,,2025-07-11 01:07:46,5.07,false
7909,829,237,2554,2020-08-09 04:16:14,62.63,false
7910,758,440,5322,2025-11-24 09:36:51,90.26,false
7911,2717,255,2774,2021-10-07 20:02:03,71.65,false
7912,710,272,,2024-04-20 02:05:53,100.0,true
7913,333,292,,2021-05-16 07:19:05,87.85,false
7914,1503,408,,2025-01-24 10:31:43,21.76,false
7915,1426,347,,2024-09-10 01:19:23,94.72,false
7916,1593,324,,2025-01-17 21:52:00,41.16,false
7917,146,417,5128,2023-09-01 02:54:33,38.81,false
7918,2484,466,5658,2021-05-13 02:07:50,53.72,false
7919,1589,431,,2020-04-14 02:58:07,42.23,false
7920,1738,201,2238,2024-10-21 00:24:48,61.61,false
7921,325,410,,2022-11-15 00:15:22,38.18,false
7922,152,391,,2024-04-20 20:03:32,28.39,false
7923,317,174,1907,2025-02-23 00:40:01,24.31,false
7924,1193,466,5658,2025-01-24 08:17:21,15.37,false
7925,2449,380,,2024-05-29 02:15:49,56.55,false
7926,1155,216,2407,2025-03-30 09:59:03,9.13,false
7927,2529,138,1515,2022-10-10 08:25:23,48.9,false
7928,2204,150,,2020-07-21 07:26:48,18.63,false
7929,429,38,,2023-05-16 23:05:35,68.45,false
7930,1257,426,,2024-02-19 09:09:15,37.06,false
7931,2158,489,,2025-02-09 15:41:45,100.0,true
7932,2652,141,,2020-07-17 13:32:58,100.0,true
7933,979,399,,2023-10-05 10:45:19,80.23,false
7934,1215,396,4908,2021-03-26 03:22:47,6.16,false
7935,1450,117,,2020-03-25 02:22:13,59.87,false
7936,597,356,,2025-07-08 20:02:44,75.26,false
7937,2214,102,,2020-08-23 06:38:00,37.82,false
7938,2339,350,4206,2020-06-24 16:01:12,49.72,false
7939,629,434,5224,2020-06-30 00:21:45,54.22,false
7940,516,347,,2022-11-03 18:31:05,36.08,false
7941,1458,173,1872,2020-10-31 16:02:22,86.53,false
7942,781,277,3078,2023-08-10 15:04:11,76.51,false
7943,656,499,6163,2021-11-30 00:09:07,66.5,false
7944,294,199,2132,2024-01-18 08:06:12,25.27,false
7945,2302,256,,2021-01-31 09:25:26,80.71,false
7946,2230,334,3960,2024-05-15 01:21:55,41.82,false
7947,586,420,,2024-08-08 04:25:14,5.01,false
7948,924,406,,2020-09-27 04:21:56,60.4,false
7949,884,168,1851,2020-07-13 10:04:48,34.77,false
7950,1245,50,,2025-01-11 23:10:52,71.86,false
7951,711,5,47,2025-12-08 08:23:32,93.22,false
7952,985,471,,2020-08-28 03:02:38,0.9,false
7953,362,75,791,2024-09-07 19:33:05,100.0,true
7954,1456,350,4204,2024-04-05 23:27:00,8.92,false
7955,139,162,1830,2025-01-31 04:06:09,52.47,false
7956,1758,146,1582,2025-10-24 23:26:35,45.76,false
